Phi,Theta,E_deloc
20,340,2.9800020884520837
20,350,2.307544556102385
25,0,1.9887692309912308
25,10,1.915050163827451
25,20,2.4371354555351448
25,30,3.497538881049965
25,40,4.833375647756505
25,50,6.22804558733392
25,60,7.398893420758577
25,70,8.24659344623015
25,80,8.657914677070787
25,90,8.692016277339027
25,100,8.405612698267047
25,110,7.938974666562732
25,120,7.397610039455149
25,130,6.738944213484414
25,140,5.7493966570140795
25,150,4.072015338446127
25,160,2.100935397950139
25,170,0.9943595465050898
25,180,1.2495271708014852
25,190,2.2146565950961836
25,200,3.32679895323708
25,210,4.277233183604253
25,220,5.018364610750495
25,230,5.672934748054108
25,240,6.282775039707168
25,250,6.883901616378453
25,260,7.34256727164173
25,270,7.588826778070203
25,280,7.530035899258151
25,290,7.163671923179054
25,300,6.525845420178165
25,310,5.6850444166545975
25,320,4.799352988227317
25,330,3.9234279843329265
25,340,3.1563109075554063
25,350,2.4639986766390707
30,0,2.1077257355755843
30,10,1.9636570737818766
30,20,2.462763550666924
30,30,3.5798359333498606
30,40,5.023585360076891
30,50,6.516571025413741
30,60,7.738292268094284
30,70,8.568529973300912
30,80,8.922774052405382
30,90,8.884473538617772
30,100,8.545954270248632
30,110,8.068661888892454
30,120,7.570718876581814
30,130,6.98662596914451
30,140,6.016817712300525
30,150,4.209376054473764
30,160,2.0547496059912738
30,170,1.0220596761294838
30,180,1.492527960147435
30,190,2.547098626631563
30,200,3.6133026827136177
30,210,4.45637589598137
30,220,5.087067684549635
30,230,5.651388285279678
30,240,6.200857755889953
30,250,6.775570282300686
30,260,7.23997067952692
30,270,7.518452585005183
30,280,7.502116831519326
30,290,7.1839158027638295
30,300,6.598189991496783
30,310,5.8064259925850115
30,320,4.962617526893128
30,330,4.115673147672508
30,340,3.3583731353537503
30,350,2.6414302348712084
0,0,24602.937479147397
0,10,24603.114517069313
0,20,24603.64380472108
0,30,24604.44289746021
0,40,24605.37910938738
0,50,24606.41330778591
0,60,24607.36787761434
0,70,24608.16664467639
0,80,24608.664373708325
0,90,24608.83836325422
0,100,24608.655041770966
0,110,24608.19206280699
0,120,24607.534641017653
0,130,24606.69348791903
0,140,24605.686015567917
0,150,24604.408887664762
0,160,24602.98457250567
0,170,24601.755780679567
0,180,24601.310924677495
0,190,24601.85313117072
0,200,24603.181521601793
0,210,24604.709644884646
0,220,24605.979245942744
0,230,24606.98013359088
0,240,24607.766970012624
0,250,24608.425904914264
0,260,24608.846133384282
0,270,24608.996862614986
0,280,24608.807425868225
0,290,24608.30285868257
0,300,24607.53751287532
0,310,24606.571487619134
0,320,24605.559056001624
0,330,24604.571511516737
0,340,24603.753119675457
0,350,24603.161345179426
5,0,24603.059098674774
5,10,24603.194045238328
5,20,24603.734278341202
5,30,24604.586665419887
5,40,24605.594983150877
5,50,24606.695902259842
5,60,24607.695650979134
5,70,24608.5173566955
5,80,24609.01853012415
5,90,24609.183409745467
5,100,24608.989203114605
5,110,24608.5258707376
5,120,24607.87870664965
5,130,24607.0523660264
5,140,24606.040529601163
5,150,24604.705962034248
5,160,24603.20567712159
5,170,24601.982289904936
5,180,24601.649378747537
5,190,24602.280528805735
5,200,24603.568215991003
5,210,24604.9689829336
5,220,24606.130227871276
5,230,24607.074088631
5,240,24607.84217677796
5,250,24608.501254814484
5,260,24608.929794390162
5,270,24609.09393424112
5,280,24608.922065926658
5,290,24608.43108556579
5,300,24607.677404397982
5,310,24606.724763908827
5,320,24605.726434677643
5,330,24604.754244835807
5,340,24603.94017333132
5,350,24603.326232268133
10,0,24603.644640813975
10,10,24603.736801617735
10,20,24604.282915797823
10,30,24605.187185257702
10,40,24606.269524138675
10,50,24607.437783183632
10,60,24608.480789675254
10,70,24609.320775920893
10,80,24609.81581300193
10,90,24609.964076310356
10,100,24609.758612042537
10,110,24609.29585057319
10,120,24608.66423835458
10,130,24607.862257693483
10,140,24606.850236404163
10,150,24605.449482199954
10,160,24603.857268661977
10,170,24602.643322945765
10,180,24602.43078527098
10,190,24603.14938159503
10,200,24604.3964237673
10,210,24605.678583978875
10,220,24606.735601679575
10,230,24607.61664427015
10,240,24608.357765217952
10,250,24609.009828770668
10,260,24609.446639919064
10,270,24609.625255900562
10,280,24609.475716678226
10,290,24609.003785482524
10,300,24608.267567952837
10,310,24607.334039693404
10,320,24606.35553240489
10,330,24605.402326341777
10,340,24604.596081192376
10,350,24603.961473747822
15,0,24604.701239715272
15,10,24604.74887323323
15,20,24605.29415521085
15,30,24606.249648104884
15,40,24607.409125412418
15,50,24608.646995599433
15,60,24609.731906702767
15,70,24610.583668029336
15,80,24611.06218141786
15,90,24611.185193889698
15,100,24610.963419282452
15,110,24610.501241459147
15,120,24609.891797313678
15,130,24609.125224977437
15,140,24608.11627779202
15,150,24606.63913346588
15,160,24604.93778801802
15,170,24603.74318350968
15,180,24603.66472060012
15,190,24604.46868142861
15,200,24605.672719405276
15,210,24606.841765095287
15,220,24607.79521212195
15,230,24608.607620853036
15,240,24609.31381031999
15,250,24609.95351225919
15,260,24610.39834121553
15,270,24610.594856828586
15,280,24610.471300118224
15,290,24610.02658536839
15,300,24609.314303855805
15,310,24608.405113658573
15,320,24607.452278076893
15,330,24606.52213554249
15,340,24605.727341177146
15,350,24605.073388131987
20,0,24606.242986218334
20,10,24606.2379768141
20,20,24606.77516637292
20,30,24607.78213144566
20,40,24609.024536577635
20,50,24610.33641925494
20,60,24611.462635196793
20,70,24612.31747031358
20,80,24612.768570720305
20,90,24612.854929073772
20,100,24612.606913295094
20,110,24612.14440577851
20,120,24611.565314117986
20,130,24610.846137034434
20,140,24609.844221338455
20,150,24608.277118514416
20,160,24606.447729227333
20,170,24605.295826643865
20,180,24605.363044215683
20,190,24606.251299771506
20,200,24607.40998227603
20,210,24608.468963075855
20,220,24609.317358255805
20,230,24610.05446666
20,240,24610.716757291615
20,250,24611.339562421377
20,260,24611.791620720873
20,270,24612.01055716753
20,280,24611.916682825242
20,290,24611.5079090927
20,300,24610.827766269307
20,310,24609.948829096622
20,320,24609.027183347793
20,330,24608.123361552847
20,340,24607.342738599873
20,350,24606.67028106745
25,0,24608.27525010637
25,10,24608.201531039133
25,20,24608.723616330914
25,30,24609.784019756356
25,40,24611.119856523062
25,50,24612.51452646271
25,60,24613.685374296063
25,70,24614.533074321607
25,80,24614.944395552448
25,90,24614.978497152646
25,100,24614.692093573572
25,110,24614.22545554187
25,120,24613.68409091476
25,130,24613.02542508879
25,140,24612.03587753232
25,150,24610.35849621375
25,160,24608.387416273257
25,170,24607.280840421812
25,180,24607.536008046034
25,190,24608.50113747033
25,200,24609.613279828613
25,210,24610.56371405891
25,220,24611.304845485985
25,230,24611.95941562329
25,240,24612.569255915085
25,250,24613.170382491684
25,260,24613.629048146948
25,270,24613.875307653376
25,280,24613.816516774492
25,290,24613.450152798414
25,300,24612.812326295483
25,310,24611.971525292032
25,320,24611.085833863603
25,330,24610.209908859637
25,340,24609.44279178293
25,350,24608.750479552014
30,0,24610.79614201199
30,10,24610.652073350124
30,20,24611.15117982708
30,30,24612.268252209764
30,40,24613.712001636417
30,50,24615.204987301826
30,60,24616.42670854458
30,70,24617.256946249785
30,80,24617.61119032882
30,90,24617.57288981503
30,100,24617.234370546663
30,110,24616.757078165232
30,120,24616.259135152923
30,130,24615.67504224556
30,140,24614.705233988643
30,150,24612.897792330958
30,160,24610.743165882403
30,170,24609.710475952543
30,180,24610.180944236632
30,190,24611.235514903117
30,200,24612.301718959054
30,210,24613.144792172465
30,220,24613.775483960962
30,230,24614.339804561692
30,240,24614.889274032303
30,250,24615.463986558712
30,260,24615.92838695594
30,270,24616.20686886149
30,280,24616.190533107932
30,290,24615.872332079176
30,300,24615.28660626791
30,310,24614.494842269
30,320,24613.651033803308
30,330,24612.804089424084
30,340,24612.04678941177
30,350,24611.329846511355
