,Phi,Theta,E_deloc,E_nonbond,E_hyd,E_tot,E_meth,norm_E_meth,new_E_nb,new_E_deloc
98,20,170,1.0292588810998495,-2755.3383061399,-2755.3321515532,-2754.3090472588,0.006154586699949505,0.0036484330998973746,-2755.3357999863,1.0267527275000248
18,25,170,1.0293779810999695,-2755.3340684437,-2755.3266111681,-2754.3046904626,0.007457275600017965,0.0034942012000556133,-2755.3301053693003,1.0254149067004619
56,30,170,1.0293415121996077,-2755.3286399670997,-2755.3199601169,-2754.2992984549,0.008679850199996508,0.0029909791999216395,-2755.3229510961,1.0236526411999876
187,40,170,1.0286558256998433,-2755.3138958772997,-2755.303170478,-2754.2852400516,0.010725399299872151,0.0022142415000416804,-2755.3053847195,1.0201446679002402
217,50,170,1.0278735484002937,-2755.2942756771004,-2755.2813372125,-2754.2664021287,0.012938464600210864,0.0012951572998645133,-2755.2826323698,1.0162302410999473
120,60,170,1.02797896139964,-2755.2699462917,-2755.2537550632,-2754.2419673303,0.01619122850001986,0.000490671299985479,-2755.2542457345,1.0122784041996056
306,0,180,1.0271273616999679,-2755.3436359332,-2755.3433766772,-2754.3165085715,0.0002592559999357036,1.7044500054907985e-05,-2755.3433937217,1.026885150200087
274,5,180,1.0277022217001104,-2755.3437361243,-2755.3420727577,-2754.3160339026,0.001663366600041627,0.0,-2755.3420727577,1.0260388551000688
173,10,180,1.0282686098003069,-2755.3428738019,-2755.339717372,-2754.3146051921,0.0031564298999455787,0.0006296937999650254,-2755.3403470658,1.025741873700099
358,15,180,1.0286950821000573,-2755.3408975076,-2755.3362966799,-2754.3122024255,0.004600827699960064,0.0017685497000456962,-2755.3380652296,1.025862804100143
83,20,180,1.0289835809003307,-2755.3377998239002,-2755.3318074005,-2754.308816243,0.005992423399902691,0.0031402208999224968,-2755.3349476214,1.0261313783998958
7,25,180,1.0291222423998079,-2755.3335599299,-2755.326244896,-2754.3044376875,0.0073150339001131215,0.004409242199926666,-2755.3306541382,1.0262164506998488
70,30,180,1.0291053567002564,-2755.3281288179,-2755.3195697401,-2754.2990234612,0.008559077799873194,0.00529935720010144,-2755.3248690973005,1.025845636100712
200,40,180,1.0284388698996736,-2755.3133553709995,-2755.3027037515,-2754.2849165011,0.010651619499867593,0.0056379406000814924,-2755.3083416921,1.0234251910001149
238,50,180,1.0276223934001791,-2755.2936817731,-2755.2807654783,-2754.2660593797,0.012916294800106698,0.005501382300053592,-2755.2862668606003,1.0202074809003534
135,60,180,1.027589555600116,-2755.2692978994,-2755.2530643633,-2754.2417083438,0.016233536100116908,0.005052753800100618,-2755.2581171171,1.0164087733000997
303,0,190,1.0270600775993444,-2755.3436930178996,-2755.3435431246,-2754.3166329403,0.00014989329997661116,0.004593677100046989,-2755.3481368017,1.0315038613998695
263,5,190,1.027653366999857,-2755.3438114663,-2755.3423349498,-2754.3161580993,0.0014765165001335845,0.004384516199934296,-2755.3467194659997,1.0305613666996578
144,10,190,1.0282348246000765,-2755.3429661225,-2755.3400764186,-2754.3147312979,0.002889703899882079,0.004558857199981503,-2755.3446352758,1.029903977900176
327,15,190,1.028673291099949,-2755.3410113191,-2755.3367616589,-2754.312338028,0.004249660200002836,0.005088992199944187,-2755.3418506511,1.0295126230998903
72,20,190,1.0289686181999969,-2755.3379411251,-2755.3323909764,-2754.3089725069,0.005550148699967394,0.005834985900037282,-2755.3382259623,1.0292534554000667
23,25,190,1.0291048960002627,-2755.3337289841,-2755.326955435,-2754.3046240881,0.0067735490999893955,0.006607861500015133,-2755.3335632965,1.028939208400061
63,30,190,1.0290718104001826,-2755.3283228867003,-2755.3204148883,-2754.2992510763,0.007907998400014549,0.007185959399976127,-2755.3276008477,1.0283497713999168
209,40,190,1.0283212600998013,-2755.3136107685,-2755.3038691838,-2754.2852895084,0.009741584699895611,0.007457275600017965,-2755.3113264594003,1.026036951000151
224,50,190,1.0273284734998924,-2755.2940215558,-2755.2823292661,-2754.2666930823,0.01169228970002223,0.0073150339001131215,-2755.2896443,1.022951217699756
113,60,190,1.0269669147000968,-2755.2697752381,-2755.255125919,-2754.2428083234,0.014649319100044522,0.0067735490999893955,-2755.2618994680997,1.0190911446998143
312,0,200,1.027351890099908,-2755.3442729723,-2755.3441622593,-2754.3169210822,0.00011071299991272099,0.005894942900113165,-2755.3500572022003,1.0331361200001083
281,5,200,1.0279634775001796,-2755.3444237561002,-2755.3431342927,-2754.3164602786,0.0012894634000986116,0.004811419199995726,-2755.3479457119,1.0314854333000767
162,10,200,1.0285533778001081,-2755.3436186968,-2755.3410704146,-2754.315065319,0.0025482821999958105,0.003703785399920889,-2755.3447742,1.0297088809998058
359,15,200,1.0289896356994177,-2755.3417148279996,-2755.3379711986,-2754.3127251923,0.0037436293998780457,0.0027738789999602886,-2755.3407450776,1.0280198852997273
106,20,200,1.0292717465999885,-2755.3387102945,-2755.3338441265,-2754.3094385479,0.004866168000035032,0.002198856899894963,-2755.3360429834,1.0266044355003032
31,25,200,1.0293831029998728,-2755.3345822239,-2755.328687281,-2754.3051991209,0.005894942900113165,0.00205898359990897,-2755.3307462646,1.025547143699896
37,30,200,1.0293100233998302,-2755.3292759848,-2755.3224612132,-2754.2999659614,0.006814771599920277,0.0023740092999560147,-2755.3248352225,1.024869261099866
181,40,200,1.0284116580000955,-2755.3147908141,-2755.3066406537,-2754.2863791561,0.00815016039996408,0.0029455600999881426,-2755.3095862138,1.0232070576998922
219,50,200,1.0271429256999909,-2755.2954998218,-2755.285997159,-2754.2683568961,0.009502662800059625,0.003601943800049412,-2755.2895991028,1.0212422066997533
141,60,200,1.026351558499755,-2755.2717118079,-2755.2599379098,-2754.2453602494,0.011773898100045699,0.004159663400059799,-2755.2640975732,1.0187373237999964
297,0,210,1.028012707400194,-2755.3450769966003,-2755.3449848255,-2754.3170642892,9.217110005010909e-05,0.004448332899983143,-2755.3494331583997,1.0323688691996722
280,5,210,1.028644742600136,-2755.3452848397,-2755.3441941313,-2754.3166400971,0.001090708400170115,0.0043359593000786845,-2755.3485300906,1.0318899935000445
152,10,210,1.0292410017000293,-2755.34454643,-2755.342389829,-2754.3153054283,0.0021566010000242386,0.003760667500046111,-2755.3461504965,1.0308450682000512
328,15,210,1.029669324399947,-2755.3427172765,-2755.3395751087,-2754.3130479521,0.003142167799978779,0.0028095471000142425,-2755.3423846558,1.0293367036997552
84,20,210,1.0299289665995275,-2755.3397969729995,-2755.3357619715,-2754.3098680064,0.00403500149991487,0.0016637046001051203,-2755.3374256761,1.027557669699945
29,25,210,1.0300018999000713,-2755.3357674079,-2755.3309559887,-2754.305765508,0.004811419199995726,0.0006450671000948205,-2755.3316010558,1.025835547799943
46,30,210,1.0298728790994574,-2755.3305814858995,-2755.3251271171,-2754.3007086068,0.005454368799973963,3.307489987491863e-05,-2755.3251601919997,1.0244515851995857
190,40,210,1.0288027142000828,-2755.3164340508,-2755.3102801616,-2754.2876313366,0.006153889200049889,0.0,-2755.3102801616,1.022648825000033
249,50,210,1.0272586472001421,-2755.2976611070003,-2755.2909063141,-2754.2704024598,0.006754792900210305,0.0007277652998709527,-2755.2916340794,1.0212316195998028
125,60,210,1.0260742725995442,-2755.2746653210997,-2755.2664825506,-2754.2485910485,0.008182770500070546,0.0020516198999303015,-2755.2685341705,1.0199431219998587
315,0,220,1.0290935400998933,-2755.3459489045,-2755.3458896634,-2754.3168553644,5.924109996158222e-05,0.003626210499987792,-2755.3495158739,1.0326605095001469
271,5,220,1.0297478922002483,-2755.3462088161004,-2755.3453232522,-2754.3164609239,0.0008855639000557858,0.00503589489994738,-2755.3503591471,1.0338982231996852
150,10,220,1.0303555570999379,-2755.3455328525997,-2755.3437721667,-2754.3151772955,0.0017606858998533426,0.0059481333000803716,-2755.3497203,1.0345430045003923
338,15,220,1.0307822005997878,-2755.3437772414,-2755.3412436923,-2754.3129950408,0.0025335491000078036,0.006178744700036987,-2755.347422437,1.0344273962000443
82,20,220,1.031025253199914,-2755.3409441102,-2755.3377545092,-2754.309918857,0.0031896010000309616,0.005829909499880159,-2755.3435844186997,1.0336655616997632
5,25,220,1.0310649938001006,-2755.3370188415,-2755.3333150561,-2754.3059538477,0.003703785399920889,0.005140530199923887,-2755.3384555863004,1.032501738600331
69,30,220,1.0308851308004705,-2755.3319588861004,-2755.3278998831,-2754.3010737553,0.004059003000065786,0.0045026519999282755,-2755.3324025351003,1.031328779800333
198,40,220,1.0296608448998086,-2755.3181676991,-2755.3140636256,-2754.2885068542,0.004104073500002414,0.004239304099883157,-2755.3183029296997,1.0297960754996893
230,50,220,1.0278959551001208,-2755.2999645707,-2755.2960137122,-2754.2720686156,0.003950858500047616,0.004508842700033711,-2755.3005225549,1.0284539393001069
115,60,220,1.0264345698005855,-2755.2778451984004,-2755.2732782827,-2754.2514106286,0.004566915700024765,0.005265768400022353,-2755.2785440511,1.0271334225003557
317,0,230,1.030465721300061,-2755.3467741168,-2755.3467622508,-2754.3163083955,1.1866000022564549e-05,0.006320350999885704,-2755.3530826018,1.0367742062999241
278,5,230,1.0311434593004378,-2755.3470655535,-2755.3463610485,-2754.3159220942,0.0007045050001579511,0.0074146638999081915,-2755.3537757124,1.037853618200188
157,10,230,1.0317685633999645,-2755.3464368887,-2755.3450109782,-2754.3146683253,0.0014259104998473049,0.008255214700056968,-2755.3532661929003,1.0385978676004015
343,15,230,1.032205291200171,-2755.3447442633,-2755.3427208413,-2754.3125389721,0.002023422000092978,0.008679850199996508,-2755.3514006915,1.0388617194003018
88,20,230,1.0324485416999778,-2755.3419886942,-2755.3395072887,-2754.3095401525,0.002481405500020628,0.008559077799873194,-2755.3480663665,1.0385262139998304
33,25,230,1.0324763653002265,-2755.3381557754,-2755.3353818964,-2754.3056794101,0.0027738789999602886,0.007907998400014549,-2755.3432898948004,1.037610484700508
62,30,230,1.0322722658002021,-2755.3332067481,-2755.3303220262,-2754.3009344823,0.002884721900045406,0.006814771599920277,-2755.3371367977998,1.0362023154998496
194,40,230,1.0309666370994819,-2755.3197168938996,-2755.3173366423,-2754.2887502568,0.0023802516000159812,0.005454368799973963,-2755.3227910111,1.0340407542998946
233,50,230,1.0290968106000946,-2755.3019818813,-2755.3003580283,-2754.2728850707,0.0016238530001828622,0.004059003000065786,-2755.3044170312996,1.0315319605997502
111,60,230,1.0275335026999528,-2755.2805708482,-2755.2789284524,-2754.2530373455,0.0016423957999904815,0.002884721900045406,-2755.2818131743,1.0287758288000077
311,0,240,1.0320031725000263,-2755.3475109477,-2755.3475109477,-2754.3155077752,0.0,0.0021518132000437618,-2755.3496627609,1.0341549857002974
267,5,240,1.0327056414998879,-2755.3478053223,-2755.3471852371,-2754.3150996808,0.0006200852001256862,0.0019601050998971914,-2755.3491453422,1.0340456613998867
155,10,240,1.0333530479001638,-2755.3471915555,-2755.3459457338,-2754.3138385076,0.0012458216999675642,0.0023480616000597365,-2755.3482937954,1.0344552878000286
325,15,240,1.0338084942000023,-2755.3455278297,-2755.3438002589,-2754.3117193355,0.001727570800085232,0.0030997364999620913,-2755.3468999954002,1.0351806599001065
92,20,240,1.0340675061002003,-2755.3428187556,-2755.3407656768,-2754.3087512495,0.0020530787999177846,0.003996099500000128,-2755.3447617763,1.0360105268000552
9,25,240,1.0341093891001947,-2755.3390507424,-2755.3368518855,-2754.3049413533,0.002198856899894963,0.004799499399950946,-2755.3416513848997,1.036710031599796
42,30,240,1.0339196540003286,-2755.3341861932004,-2755.33203438,-2754.3002665392,0.0021518132000437618,0.00527345890009201,-2755.3373078389004,1.0370412997003768
188,40,240,1.0326498893996359,-2755.3209276246,-2755.3196183765,-2754.2882777352,0.0013092480999148393,0.005240287199967497,-2755.3248586637,1.036580928499916
227,50,240,1.030845608999698,-2755.3035283028,-2755.3033062693,-2754.2726826938,0.00022203349999472266,0.004611450299989883,-2755.3079177195996,1.0352350257994658
108,60,240,1.0294148233001579,-2755.2826104204,-2755.2826104204,-2754.2531955971,0.0,0.0034831534999284486,-2755.2860935739,1.0328979768000863
298,0,250,1.0334003676002794,-2755.3481406932,-2755.3481242715,-2754.3147403256,1.6421699911006726e-05,0.0020916434000355366,-2755.3502159149,1.035475589300404
264,5,250,1.034129113200379,-2755.3484175346002,-2755.3477812342,-2754.3142884214,0.0006363004001741501,0.0008372278000479128,-2755.3486184619996,1.034330040599798
160,10,250,1.034804772500138,-2755.3477972278,-2755.3465553862,-2754.3129924553,0.0012418415999491117,0.00011226879996684147,-2755.346667655,1.0336751997001556
333,15,250,1.0352910985998278,-2755.3461376635,-2755.3444499928,-2754.3108465649,0.0016876706999937596,0.0,-2755.3444499928,1.033603427899834
85,20,250,1.035585320500104,-2755.3434447505,-2755.3414785697,-2754.30785943,0.001966180800081929,0.0009959963999790489,-2755.3424745661,1.034615136100001
27,25,250,1.0356680541999594,-2755.3397064663,-2755.3376474827,-2754.3040384121,0.00205898359990897,0.0028083884999432485,-2755.3404558712,1.0364174590999937
53,30,250,1.0355259898997247,-2755.3348866146,-2755.3329265095,-2754.2993606247,0.0019601050998971914,0.00490077399990696,-2755.3378272835,1.0384666587997344
202,40,250,1.0343831882000813,-2755.3217697478,-2755.3207197639,-2754.2873865596,0.0010499838999749045,0.0066415047999726085,-2755.3273612687,1.039974709100079
231,50,250,1.0327772975001608,-2755.3045876316,-2755.3045876316,-2754.2718103341,0.0,0.007555592699873159,-2755.3121432242997,1.0403328901998066
116,60,250,1.0316652321002948,-2755.2839502197003,-2755.2839422511,-2754.2522849876,7.968600129970582e-06,0.007426114500049152,-2755.2913683656,1.039083378000214
301,0,260,1.0344682710997404,-2755.3486829256,-2755.3486090383,-2754.3142146545,7.388730000457144e-05,0.0064441044000886905,-2755.3550531427,1.0408384881998245
276,5,260,1.03522994820014,-2755.3489406333,-2755.3481888464,-2754.3137106851,0.000751786900082152,0.005055105699966589,-2755.3532439520995,1.0395332669995696
151,10,260,1.0359373346996108,-2755.3483031719998,-2755.3468964514,-2754.3123658373,0.0014067206000163424,0.0038667503999931796,-2755.3507632018,1.038397364499815
330,15,260,1.036456358399846,-2755.3466286781,-2755.3447309246,-2754.3101723197,0.0018977535000885837,0.003363661199955459,-2755.3480945858,1.0379222660999403
78,20,260,1.03678607799975,-2755.3439233203,-2755.3416990987,-2754.3071372423,0.0022242216000449844,0.003761591900001804,-2755.3454606906,1.0383234482997068
6,25,260,1.0369105561999277,-2755.3401783365,-2755.3378043272,-2754.3032677803,0.0023740092999560147,0.004977527700020801,-2755.3427818549,1.0395140745999925
40,30,260,1.0368224614999235,-2755.3353644982,-2755.3330164366,-2754.2985420367,0.0023480616000597365,0.00670144559990149,-2755.3397178821997,1.0411758454997653
192,40,260,1.035844809900027,-2755.3223145914,-2755.3206464735,-2754.2864697815,0.0016681178999533586,0.008511111399911897,-2755.3291575849,1.0426878033999856
225,50,260,1.034513462599989,-2755.3052781201,-2755.3042365005,-2754.2707646575,0.001041619600073318,0.009947429000021657,-2755.3141839295,1.0434192719999373
132,60,260,1.033827244600161,-2755.284834426,-2755.28305699,-2754.2510071814,0.0017774360001112655,0.010725399299872151,-2755.2937823893,1.042775207899922
291,0,270,1.0349078375002136,-2755.3489409916,-2755.3488166922,-2754.3140331541,0.00012429939988578553,0.010651619499867593,-2755.3594683117,1.045435157599968
260,5,270,1.0356985094995252,-2755.3491868728997,-2755.3483070035,-2754.3134883634,0.0008798694000233809,0.009741584699895611,-2755.3580485882,1.0445602247996248
148,10,270,1.0364372526000807,-2755.3485421832,-2755.3469233022,-2754.3121049306,0.0016188810000130616,0.00815016039996408,-2755.3550734626,1.0429685320000317
351,15,270,1.036989154800267,-2755.3468629010003,-2755.344654766,-2754.3098737462,0.0022081350000462407,0.006153889200049889,-2755.3508086552,1.0409349090000433
101,20,270,1.0373544953999954,-2755.3441542858,-2755.3415021794,-2754.3067997904,0.0026521063998643513,0.004104073500002414,-2755.3456062529,1.038806462499906
35,25,270,1.0375183401001777,-2755.3404061087003,-2755.3374605486,-2754.3028877686,0.0029455600999881426,0.0023802516000159812,-2755.3398408002004,1.0369530316002056
58,30,270,1.0374754719996417,-2755.3355899037997,-2755.3324901673,-2754.2981144318,0.0030997364999620913,0.0013092480999148393,-2755.3337994154,1.0356849835998219
180,40,270,1.0366257164996568,-2755.3225527862996,-2755.3196228526,-2754.2859270698,0.0029299336999883963,0.0010499838999749045,-2755.3206728365,1.0347457666998707
251,50,270,1.035507983500338,-2755.3055631648003,-2755.3024709594,-2754.2700551813,0.003092205400207604,0.0016681178999533586,-2755.3041390773,1.0340838960000838
130,60,270,1.035187498599953,-2755.2852171792,-2755.2802136567,-2754.2500296806,0.0050035224999192,0.0029299336999883963,-2755.2831435904,1.0331139097997948
307,0,280,1.0346810854002797,-2755.3489519368004,-2755.3487851896,-2754.3142708514,0.0001667471999553527,0.00450476769992747,-2755.3532899573,1.0390191059000244
261,5,280,1.0354738226001245,-2755.3491869893,-2755.3481904549,-2754.3137131667,0.0009965344002011989,0.006013763799955996,-2755.3542042187,1.0404910520001067
145,10,280,1.0362151312001515,-2755.3485316461,-2755.3467061772,-2754.3123165149,0.001825468900051419,0.007054292399971018,-2755.3537604696,1.0414439546998437
352,15,280,1.036771476800368,-2755.3468440012,-2755.3443152116,-2754.3100725244,0.002528789600091841,0.007302436099962506,-2755.3516176477,1.0415451233002386
102,20,280,1.0371448272003363,-2755.3441305074,-2755.3410108068,-2754.3069856802,0.0031197005998819805,0.006602593399975376,-2755.3476134002003,1.0406277200004297
19,25,280,1.0373200778003593,-2755.3403788245005,-2755.3367768807,-2754.3030587467,0.003601943800049412,0.005080145200054176,-2755.3418570259,1.0387982791999093
71,30,280,1.0372902070998862,-2755.3355563811,-2755.3315602816,-2754.298266174,0.003996099500000128,0.0031043260000842565,-2755.3346646076,1.0363984335999703
189,40,280,1.0364702608999323,-2755.3224886509997,-2755.3179838833,-2754.2860183901,0.00450476769992747,0.0012744134999138623,-2755.3192582967995,1.0332399066996913
216,50,280,1.0354193242001202,-2755.3054538542,-2755.299760358,-2754.27003453,0.005693496200137815,0.00100721450007768,-2755.3007675725003,1.0307330425002874
139,60,280,1.035266227500415,-2755.2850579507003,-2755.2759917352,-2754.2497917232,0.00906621550007003,0.0008888627000942506,-2755.2768805979003,1.0270888747004392
289,0,290,1.0338698805003332,-2755.3487282093,-2755.3485323208,-2754.3148583288,0.00019588850000218372,0.0023255355001765565,-2755.3508578563005,1.035999527500735
284,5,290,1.034632990299997,-2755.3489593669,-2755.3478885056,-2754.3143263766,0.0010708613001497724,0.004893130100072085,-2755.3527816357,1.0384552590999192
170,10,290,1.0353504637000697,-2755.3483018385,-2755.3463375388,-2754.3129513748,0.001964299699920957,0.007759823100059293,-2755.3540973619,1.041145987100208
335,15,290,1.0358849332001228,-2755.3466113934,-2755.3438491322,-2754.3107264602,0.0027622611999049695,0.00997917860013331,-2755.3538283108,1.0431018506001237
76,20,290,1.0362329418994705,-2755.3438892801996,-2755.3403995184,-2754.3076563383,0.003489761799983171,0.01086156430005758,-2755.3512610827,1.0436047443999996
12,25,290,1.036376779999955,-2755.3401195982,-2755.3359599348,-2754.3037428182,0.004159663400059799,0.010147280300088823,-2755.3461072151003,1.0423643969002114
43,30,290,1.0363100598997335,-2755.3352680877997,-2755.3304685884,-2754.2989580279,0.004799499399950946,0.008175452800060157,-2755.3386440412,1.03968601330007
206,40,290,1.035392514299474,-2755.3220936587995,-2755.316079895,-2754.2867011445,0.006013763799955996,0.00567604350021611,-2755.3217559385002,1.0350547940001888
245,50,290,1.0342205512001783,-2755.3048770487003,-2755.2966123099,-2754.2706564975,0.008264738800107807,0.0035633427000902884,-2755.3001756526,1.0295191550999334
140,60,290,1.033969313900343,-2755.2842132714004,-2755.2711108854,-2754.2502439575,0.013102386000127808,0.0025383903000602004,-2755.2736492757003,1.0234053182002754
305,0,300,1.0326781675003076,-2755.3482988036003,-2755.3480858571,-2754.3156206361,0.0002129464999143238,0.002905507900095472,-2755.3509913650005,1.0353707289004888
269,5,300,1.0333808260002115,-2755.3485291771003,-2755.3474515447,-2754.3151483511,0.0010776323999834858,0.004539354300050036,-2755.351990899,1.0368425479000507
174,10,300,1.0340352488001372,-2755.3478569497,-2755.3458680724,-2754.3138217009,0.0019888772999365756,0.006980416500027786,-2755.3528484889002,1.0390267880002284
336,15,300,1.0345033602002331,-2755.3461369259003,-2755.343301099,-2754.3116335657,0.0028358269000818837,0.009604140100009317,-2755.3529052391004,1.041271673400388
104,20,300,1.0347801421999065,-2755.3433696909997,-2755.3397212579,-2754.3085895488,0.0036484330998973746,0.011739963800209807,-2755.3514612217,1.042871672900219
1,25,300,1.0348456606998298,-2755.3395388243,-2755.3350904914,-2754.3046931636,0.004448332899983143,0.012938464600210864,-2755.3480289560002,1.0433357924002848
38,30,300,1.0346896128999106,-2755.3346070659,-2755.329333607,-2754.299917453,0.00527345890009201,0.012916294800106698,-2755.3422499018,1.0423324488001526
208,40,300,1.0335572590001902,-2755.3212079289,-2755.3141536365,-2754.2876506699,0.007054292399971018,0.01169228970002223,-2755.3258459262,1.0381952563002415
246,50,300,1.0321181618000992,-2755.3036512050003,-2755.293484722,-2754.2715330432,0.010166483000148219,0.009502662800059625,-2755.3029873848,1.0314543415997832
114,60,300,1.0315539361999981,-2755.2824760628,-2755.2663223374,-2754.2509221266,0.016153725400045005,0.006754792900210305,-2755.2730771303004,1.0221550037003908
294,0,310,1.031345093699656,-2755.3476595968996,-2755.3474288441,-2754.3163145032,0.0002307528000073944,0.003950858500047616,-2755.3513797026,1.0350651993999236
253,5,310,1.0319742055999086,-2755.3478864108,-2755.3468799649,-2754.3159122052,0.0010064459002023796,0.0016238530001828622,-2755.3485038179,1.032591612699889
147,10,310,1.0325523282003815,-2755.3471904685002,-2755.3453325423,-2754.3146381403,0.0018579262000457675,0.00022203349999472266,-2755.3455545758,1.0309164355003304
331,15,310,1.032940718500413,-2755.3454266034005,-2755.3427502098,-2754.3124858849,0.002676393600040683,0.0,-2755.3427502098,1.0302643249001449
89,20,310,1.0331329974001164,-2755.3425950181,-2755.3391008169,-2754.3094620207,0.0034942012000556133,0.001041619600073318,-2755.3401424365,1.0306804158003615
3,25,310,1.0331068683999547,-2755.3386779295,-2755.3343419702,-2754.3055710611,0.0043359593000786845,0.003092205400207604,-2755.3374341756003,1.0318631145000836
65,30,310,1.0328496170000108,-2755.3336354952,-2755.328395208,-2754.3007858782,0.005240287199967497,0.005693496200137815,-2755.3340887042004,1.0333028260006358
185,40,310,1.0314685342000303,-2755.319917359,-2755.3126149229,-2754.2884488248,0.007302436099962506,0.008264738800107807,-2755.3208796617,1.0324308368999482
242,50,310,1.0296984149999844,-2755.3018629293,-2755.2909943844,-2754.2721645143,0.010868544900176857,0.010166483000148219,-2755.3011608674005,1.0289963531004105
136,60,310,1.0287110574004146,-2755.2799349748,-2755.2625036695,-2754.2512239174,0.017431305300078748,0.010868544900176857,-2755.2733722144003,1.0221482970005127
310,0,320,1.0300329384995166,-2755.3468201899996,-2755.346584739,-2754.3167872515,0.0002354509999804577,0.010107836299994233,-2755.3566925753,1.0399053237997578
252,5,320,1.0305926251999153,-2755.3470318472,-2755.3461810595,-2754.316439222,0.0008507877000738517,0.008061083100074029,-2755.3542421426,1.0378029205999155
164,10,320,1.0311023643002954,-2755.3462977251,-2755.3447340439,-2754.3151953608,0.0015636811999684141,0.005293508600061614,-2755.3500275525003,1.0348321917003886
342,15,320,1.0314204350002,-2755.3444712859,-2755.3422047906,-2754.3130508509,0.0022664953000912647,0.0026821611002105783,-2755.3448869517006,1.0318361008007741
86,20,320,1.0315380989995901,-2755.3415501791997,-2755.3385592,-2754.3100120802,0.0029909791999216395,0.003941281900097238,-2755.3425004819,1.0324884016999931
21,25,320,1.0314306098002817,-2755.3375131767,-2755.3337525092,-2754.3060825669,0.003760667500046111,0.0038497508001000824,-2755.3376022600005,1.031519693100563
68,30,320,1.0310826879003798,-2755.3323166664004,-2755.3277052161,-2754.3012339785,0.004611450299989883,0.006036616299979869,-2755.3337418324,1.032507853899915
199,40,320,1.029489243199805,-2755.3181789484997,-2755.3115763551,-2754.2886897053,0.006602593399975376,0.009806504900097934,-2755.32138286,1.032693154700155
218,50,320,1.0274401010001384,-2755.2995116827,-2755.2894038464,-2754.2720715817,0.010107836299994233,0.013887921800005643,-2755.3032917682003,1.0312201865003772
138,60,320,1.02605603469965,-2755.2766630676997,-2755.2601135355,-2754.250607033,0.016549532200087924,0.016869538899982217,-2755.2769830744,1.026376041399999
295,0,330,1.0288762217001022,-2755.3457373589,-2755.3455249943,-2754.3168611372,0.00021236459997453494,0.017747031700082516,-2755.3632720260002,1.0464108888004375
268,5,330,1.0293827611999404,-2755.345912412,-2755.3452869585,-2754.3165296508,0.0006254535001062322,0.016196501700051158,-2755.3614834602,1.0449538093998854
178,10,330,1.0298462345999724,-2755.3451237168,-2755.3439765597,-2754.3152774822,0.0011471570999219693,0.012766962599926046,-2755.3567435223,1.041466040099749
341,15,330,1.030121265499929,-2755.3432184783,-2755.3415515766,-2754.3130972128,0.0016669016999912856,0.008586028699937742,-2755.3501376053,1.0370403924998755
80,20,330,1.0301960142001008,-2755.3401890818,-2755.3379748403,-2754.3099930676,0.0022142415000416804,0.004993967399968824,-2755.3429688077,1.032975740100028
22,25,330,1.0300458086003346,-2755.3360144746002,-2755.3332049275,-2754.305968666,0.0028095471000142425,0.0029942255000605655,-2755.336199153,1.0302304870001535
52,30,330,1.0296551526998883,-2755.3306504601,-2755.3271673066,-2754.3009953074,0.0034831534999284486,0.003034733799950118,-2755.3302020404,1.0292067329996826
203,40,330,1.027968049899755,-2755.3160670678,-2755.3109869226,-2754.2880990179,0.005080145200054176,0.004939746100035336,-2755.3159266687,1.0278276507997361
226,50,330,1.025790869100092,-2755.2967579796,-2755.2886968965,-2754.2709671105,0.008061083100074029,0.008077108200041039,-2755.2967740046997,1.0258068941998317
143,60,330,1.0242080750999776,-2755.2730336853,-2755.2592807372,-2754.2488256102,0.01375294810009109,0.011576554400107852,-2755.2708572916,1.022031681399767
302,0,340,1.0278744212996571,-2755.3444878784,-2755.3443432184,-2754.3166134571,0.00014465999993262812,0.014504566699997667,-2755.3588477851,1.0422343279997222
279,5,340,1.0283621895996475,-2755.3446119463997,-2755.3442680975,-2754.3162497568,0.00034384890000183077,0.01619122850001986,-2755.3604593259997,1.0442095691996656
158,10,340,1.0288140372999806,-2755.3437548518,-2755.3430997388,-2754.3149408145,0.0006551129999934346,0.016233536100116908,-2755.3593332749,1.044392460400104
339,15,340,1.0290874381998947,-2755.3417677095,-2755.3408039498,-2754.3126802713,0.0009637596999709785,0.014649319100044522,-2755.3554532689,1.0427729975999682
105,20,340,1.029170364699894,-2755.3386408109,-2755.3373456536,-2754.3094704462,0.0012951572998645133,0.011773898100045699,-2755.3491195517,1.0396491054998478
10,25,340,1.029035700699751,-2755.3343445694,-2755.3326808648,-2754.3053088687,0.0016637046001051203,0.008182770500070546,-2755.3408636352997,1.035554766599489
67,30,340,1.0286671382996246,-2755.328828459,-2755.3267368156,-2754.3001613207,0.0020916434000355366,0.004566915700024765,-2755.3313037313,1.0311424105998412
184,40,340,1.0270439770001758,-2755.3138447887,-2755.3107404627,-2754.2868008117,0.0031043260000842565,0.0016423957999904815,-2755.3123828585,1.025582046800082
223,50,340,1.0249541075004345,-2755.2940055735003,-2755.2887120649,-2754.269051466,0.005293508600061614,0.0,-2755.2887120649,1.0196605989003729
134,60,340,1.0234575082999982,-2755.2696208251,-2755.2597305814,-2754.2461633168,0.00989024370005609,7.968600129970582e-06,-2755.2597385500003,1.0135752332002994
322,0,350,1.027158094999777,-2755.3434231069996,-2755.3433202549,-2754.316265012,0.0001028520998715976,0.0017774360001112655,-2755.3450976909,1.0288326789000166
